symbol,name,industry,supersector,sector,subsector,listing_date,issue_share,listed_value,market_cap
POB,Thai Binh Petrovietnam Oil Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2017-09-29,10900000.0,10900000.0,553720000000.0
POM,Pomina Steel Corporation,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2010-04-20,279676336.0,279676336.0,1370434246320.0
POS,PTSC Offshore Services Joint Stock Company,Oil & Gas,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Equipment & Services,2016-11-25,40000000.0,40000000.0,412000000000.0
POT,Post and Telecommunication Equipment JSC,Technology,Technology,Technology Hardware & Equipment,Computer Hardware,2006-12-20,19430006.0,19430006.0,320595099000.0
POV,Vung Ang Petroleum Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2010-09-23,12499612.0,12499612.0,111246546800.0
POW,PetroVietnam Power Corporation,Utilities,Utilities,Electricity,Conventional Electricity,2018-03-06,2341871600.0,2341871600.0,31615266600000.0
PPC,Pha Lai Thermal Power Joint Stock Company,Utilities,Utilities,Electricity,Conventional Electricity,2007-01-26,326235000.0,326235000.0,4536674714100.0
PPE,PP Enterprise Investment Consultancy Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Business Support Services,2011-09-21,2000000.0,2000000.0,15600000000.0
PPH,Phong Phu Corporation,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,2017-08-23,74670891.0,74670891.0,1681289781756.0
PPI,Pacific Infrastructure Project Development And Investment Corporation,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-04-12,48290629.0,48290629.0,24145314500.0
PPP,Phong Phu Pharmaceutical Joint Stock Company,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2011-07-18,8799991.0,8799991.0,120559876700.0
PPS,PetroVietnam Power Services Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Business Support Services,2011-01-07,15000000.0,15000000.0,165000000000.0
PPT,Petro Times Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2022-06-17,15000000.0,15000000.0,259500000000.0
PPY,Petrovietnam Oil Phu Yen Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2016-03-02,9343974.0,9343974.0,86898958200.0
PQN,PTSC Quang Ngai Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2019-10-04,30000000.0,30000000.0,120000000000.0
PRC,Portserco Logistics Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,2010-11-29,1200000.0,1200000.0,27720000000.0
PRE,PVI Reinsurance Joint Stock Corporation,Financials,Insurance,Nonlife Insurance,Reinsurance,2020-12-24,72800000.0,72800000.0,1774800000000.0
PRO,Viet Nam  Procimex Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Food Products,2014-10-10,3000000.0,3000000.0,24000000000.0
PRT,Binh Duong Producing and Trading Corporation,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2018-05-07,300000000.0,300000000.0,3099600000000.0
PSB,Sao Mai - Ben Dinh Petroleum Investment Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-02-25,50000000.0,50000000.0,255000000000.0
PSC,Petrolimex Saigon Transportation And Service Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,2006-12-29,7200000.0,7200000.0,92880000000.0
PSD,Petroleum General Distribution Services Joint Stock Company,Consumer Services,Retail,General Retailers,Specialty Retailers,2013-06-28,39887409.0,39887409.0,558423726000.0
PSE,South-East PetroVietnam Fertilizer and Chemicals Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2015-03-18,12500000.0,12500000.0,125000000000.0
PSG,Saigon Petroleum Construction and Investment Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2011-03-15,35000000.0,35000000.0,21000000000.0
PSH,Nam Song Hau Trading Investing Petroleum Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2020-06-24,126196780.0,126196780.0,773420751400.0
PSI,Petrovietnam Securities Incorporated,Financials,Financial Services,Financial Services,Investment Services,2010-07-21,59841300.0,59841300.0,377000190000.0
PSL,Phu Son LiveStock Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2010-05-17,11812500.0,11812500.0,180731250000.0
PSN,PTSC Thanh Hoa Technical Services Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2017-06-29,40000000.0,40000000.0,396000000000.0
PSP,Dinh Vu Petroleum Service Port Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,2009-11-10,40000000.0,40000000.0,246560000000.0
PSW,South West PetroVietNam Fertilizer and Chemicals Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2013-07-05,17000000.0,17000000.0,122400000000.0
PTB,Phu Tai Joint Stock Company,Basic Materials,Basic Resources,Forestry & Paper,Forestry,2011-07-22,68038403.0,68038403.0,2983483971550.0
PTC,ICAPITAL Investment Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2008-12-15,32307324.0,32307324.0,163533449920.0
PTD,Phuc Thinh Design Construction Trading Corporation,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2011-01-14,3200000.0,3200000.0,60480000000.0
PTE,Phu Tho Cement Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2015-08-12,12500000.0,12500000.0,77636966400.0
PTG,Phan Thiet Garment Import Export Joint Stock Company,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,2010-01-04,4996185.0,4996185.0,1498855500.0
PTH,Ha Tay Petrolimex Transportation and Service JSC,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2010-03-23,3503164.0,3503164.0,34681323600.0
PTI,Post & Telecommunication Joint Stock Insurance Corporation,Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance,2011-03-02,80395709.0,80395709.0,2974641233000.0
PTL,Victory Capital Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-09-22,100000000.0,100000000.0,337129922800.0
PTN,Khanh Hoa House Development Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2022-10-14,5801924.0,5801924.0,26387150352.0
PTO,Post and Telecommunication Services Construction Work Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2017-06-20,1200000.0,1200000.0,21840000000.0
PTP,Post Printing And Telecommunication Services Joint Stock Company,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications,2009-12-10,6800000.0,6800000.0,57373756200.0
PTS,Hai Phong Petrolimex Transportation and Services Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,2006-12-01,5568000.0,5568000.0,56793600000.0
PTT,Indochina Petroleum Transportation Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,2010-04-29,10000000.0,10000000.0,115000000000.0
PTV,Petroleum Trading Joint Stock Company,Oil & Gas,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Equipment & Services,2019-11-05,20000000.0,20000000.0,80100000000.0
PTX,Petrolimex Nghe Tinh Transportation and Service Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,2018-07-30,5847685.0,5847685.0,4093379500.0
PV2,PV2 Investment Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-12-16,37350000.0,37350000.0,77424480000.0
PVA,PetroVietnam - Nghe An Construction Joint Stock Corporation,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2008-12-12,21846000.0,21846000.0,24030600000.0
PVB,PetroVietnam Coating Joint Stock Company,Oil & Gas,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Equipment & Services,2013-12-24,21599998.0,21599998.0,298079972400.0
PVC,Petrovietnam Chemical and Services Corporation,Oil & Gas,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Equipment & Services,2007-11-15,50000000.0,50000000.0,775000000000.0
PVD,PetroVietNam Driling & Well Services Corporation,Oil & Gas,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Equipment & Services,2006-12-05,556296006.0,556296006.0,11729068126600.0
PVE,PetroVietnam Engineering Corporation,Oil & Gas,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Equipment & Services,2008-01-02,25000000.0,25000000.0,75000000000.0
PVG,Petro Vietnam LPG Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2009-01-07,36500000.0,36500000.0,284700000000.0
PVH,Thanh Hoa Petroleum Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2017-05-19,21000000.0,21000000.0,23100000000.0
PVI,PVI Holdings,Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance,2007-08-10,234241867.0,234241867.0,11267033802700.0
PVL,Viet Property Investment Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-04-15,50000000.0,50000000.0,100000000000.0
PVM,Petrovietnam Machinery-Technology Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Industrial Suppliers,2016-12-20,38638600.0,38638600.0,535183248600.0
PVO,PV Oil Lube Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2016-01-12,8900000.0,8900000.0,43120500000.0
PVP,Pacific Petroleum Transportation Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,2016-12-20,94275028.0,94275028.0,1079449070600.0
PVR,Ha Noi PVR Investment Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-06-21,53100913.0,53100913.0,72669398200.0
PVS,PetroVietnam Technical Services Corporation,Oil & Gas,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Equipment & Services,2007-09-20,477966290.0,477966290.0,12570513427000.0
PVT,PetroVietNam Transportation Corporation,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,2007-12-10,323651246.0,323651246.0,7120327412000.0
PVV,Vinaconex 39 Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-09-09,30000000.0,30000000.0,120000000000.0
PVX,Petro Vietnam Construction Joint Stock Corporation,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2009-08-19,400000000.0,400000000.0,999992572500.0
PVY,PetroVietnam Marine Shipyard Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2017-12-29,59489787.0,59489787.0,113030595300.0
PWA,Petrowaco Property Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2019-06-11,10000000.0,10000000.0,39230000000.0
PWS,Phu Yen Water Supply and Sewerage Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2017-06-30,38398179.0,38398179.0,349108568900.0
PX1,Cement Joint Stock Company Song Lam 2,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2010-12-01,20000000.0,20000000.0,200000000000.0
PXA,PetroVietnam - Nghe An Investment & Trading Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2011-02-22,15000000.0,15000000.0,16500000000.0
PXC,Petrovietnam Urban Develoment Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2017-02-09,28068900.0,28068900.0,14034450000.0
PXI,Petroleum Industrial and Civil Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-06-21,30000000.0,30000000.0,54420000000.0
PXL,Long Son Petroleum Industrial Zone Investment Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-12-09,82722212.0,82722212.0,423276435912.0
PXM,Mientrung Petroleum Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-06-21,15000000.0,15000000.0,10500000000.0
PXS,Petroleum Equipment Assembly And Metal Structure Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-06-02,60000000.0,60000000.0,253679991544.0
PXT,Petroleum Pipeline And Tank Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-06-15,20000000.0,20000000.0,59880000000.0
QBS,Quang Binh Import And Export Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2014-11-13,69329928.0,69329928.0,126873768240.0
QCC,Construction Investment and Telecommunications Infrastructure Development Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-10-06,1500000.0,1500000.0,17552040000.0
QCG,Quoc Cuong Gia Lai Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-08-09,275129310.0,275129310.0,1155542392200.0
QHD,Viet-Duc Welding Electrode Joint Stock Company,Industrials,Industrial Goods & Services,General Industrials,Diversified Industrials,2010-04-22,5524716.0,5524716.0,202757077200.0
QHW,Quang Ninh Mineral Water Corporation,Consumer Goods,Food & Beverage,Beverages,Soft Drinks,2016-12-22,8000000.0,8000000.0,187515900000.0
QNC,Quang Ninh Construction and Cement Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2008-01-17,60000000.0,60000000.0,348324784000.0
QNS,Quang Ngai Sugar Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Food Products,2016-12-20,356939955.0,356939955.0,14881540603860.0
QNT,Quang Nam Consulting and Investment Development Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2020-01-09,3222000.0,3222000.0,28998000000.0
QNU,Quang Nam Urban Environment Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services,2017-02-28,6800000.0,6800000.0,87040000000.0
QNW,Quang Ngai Water Supply Sewerage and Construction Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2016-12-26,20000000.0,20000000.0,202000000000.0
QPH,Que Phong Hydropower Joint Stock Company,Utilities,Utilities,Electricity,Conventional Electricity,2014-07-11,18583100.0,18583100.0,557493000000.0
QSP,Quy Nhon New Port Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2016-09-23,10792275.0,10792275.0,193181722500.0
QST,Quang Ninh Book And Educational Equipment Joint Stock Company,Consumer Services,Media,Media,Publishing,2009-02-16,3240000.0,3240000.0,29808000000.0
QTC,Quang Nam Transportion Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2009-01-16,2700000.0,2700000.0,33480000000.0
QTP,Quang Ninh Thermal Power Joint Stock Company,Utilities,Utilities,Electricity,Conventional Electricity,2017-03-16,450000000.0,450000000.0,6540750000000.0
RAL,Rang Dong Light Sources and Vacuum Flask Joint Stock Company,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Furnishings,2006-12-06,22947419.0,22947419.0,2058383484300.0
RAT,Railway Transport and Trade Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,2016-08-15,5921841.0,5921841.0,84682326300.0
RBC,Rubber Industry &amp; Import- Export Joint Stock Company,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,2016-02-18,10030308.0,10030308.0,157468957200.0
